alcohol,sugar,pH,class
11.3,2.6,3.04,1
11.2,1.2,3.1,1
11.5,7.25,2.94,1
11.1,6.55,2.92,1
12.8,7,3.14,1
12.3,1.5,3.3,1
10.4,1.4,3.26,1
11.5,7.25,2.94,1
11.7,1,3.16,1
10.7,4.2,3.35,1
9.5,17.5,2.85,1
9.5,17.5,2.85,1
9.5,17.5,2.85,1
12,1.5,3.18,1
10.8,1.3,3.31,1
10.7,3.9,3.35,1
10.7,4.2,3.35,1
10.7,7.6,3.12,1
12.1,1,3.12,1
11.9,1.1,3,1
10.8,11.8,3.18,1
12.3,1.4,3.59,1
9.4,9.7,3.3,1
9.9,12.9,3.2,1
10.4,1.6,3.35,1
10.4,7.2,3.35,1
12.6,7.1,3.15,1
12.5,1.9,2.93,1
9.4,8.8,3.04,1
9.2,7.2,3.11,1
11.2,1.4,3.27,1
9.2,14.3,2.91,1
9.2,14.3,2.91,1
9.4,8.8,3.04,1
11.2,1.4,3.27,1
10.8,1.8,3.27,1
9.2,14.3,2.91,1
9.2,7.2,3.11,1
12.5,1.2,2.96,1
9.3,11.8,3,1
11.4,0.9,3.21,1
10,12.6,3.04,1
10.6,26.05,3.06,1
10.7,4.7,3.07,1
10,12.6,3.04,1
12.5,1.2,2.96,1
10.6,26.05,3.06,1
12.8,6.1,3.19,1
9.3,11.8,3,1
11.4,0.9,3.21,1
9.5,5.6,3.24,1
9.5,5.3,3.24,1
9.5,5.7,3.24,1
10.8,8,3.06,1
10.8,8,3.06,1
8.8,17.6,3.2,1
10.8,8,3.06,1
11,8.8,3.08,1
12.4,1.5,3.29,1
11.3,1.4,3.25,1
11.2,4.8,3.12,1
12.5,2.4,3.24,1
10,3.7,3.12,1
11,4.9,3.12,1
10.5,5.7,3.16,1
10.5,5.7,3.16,1
11,4.9,3.12,1
11.4,2,3.12,1
11.3,5.1,3.16,1
12.2,4.5,2.97,1
12.6,3.2,2.9,1
11.1,6.65,2.9,1
12.3,1.6,3.26,1
10.4,4,2.92,1
8.8,17.75,3.13,1
9.5,1.4,3.27,1
8.8,17.75,3.13,1
10.4,7.2,3.42,1
13,5.7,3.11,1
12.2,8.5,3.16,1
10.5,11.4,3.03,1
10.8,5.4,3.33,1
13.2,2.7,3.2,1
13,4.3,3.16,1
10,1.2,3.5,1
10.4,1.8,3.42,1
12.4,1.3,3.16,1
12.9,5.7,3.27,1
13.2,2.7,3.2,1
10.5,11.7,3.02,1
13,4.3,3.16,1
11.2,11,3.07,1
12.7,1.6,3.41,1
9.4,11.6,3.14,1
12.9,6.2,3.03,1
13,1.8,2.96,1
13.6,1.2,3.31,1
9.1,1,3.32,1
10.4,2.4,3.25,1
13.6,1.2,3.31,1
12.2,8.2,3.28,1
8.7,18.8,3.1,1
10.5,9.6,3.04,1
10.2,12.9,3.24,1
12.5,9.2,3.06,1
11.3,1.2,3.11,1
10.2,12.9,3.24,1
12.6,8,3.13,1
10.2,12.9,3.24,1
9.8,1.6,3.09,1
10.8,12,3.15,1
12.5,2.5,3.32,1
12.5,9.2,3.06,1
11.5,4.4,3.3,1
11.4,8.8,2.98,1
10.5,9.6,3.04,1
12.6,8,3.13,1
8.7,18.8,3.1,1
11,1.3,3.17,1
11.3,1.2,3.11,1
10.2,12.9,3.24,1
11.6,1.2,3.06,1
9.8,1.6,3.09,1
10.1,1.5,3.1,1
9.2,18.15,3.06,1
9.1,13.1,3.05,1
9.1,13.1,3.05,1
9.1,13.1,3.05,1
9.1,13.1,3.05,1
11.7,1,2.96,1
12.6,1.6,3.23,1
9,11.8,2.86,1
10.1,1.4,3.12,1
13.6,1,3.3,1
9.1,13.1,3.05,1
9.2,10.6,3.09,1
8.8,10.4,3.12,1
10,1.1,2.83,1
9.1,7.4,3.47,1
11.2,1.2,3.04,1
9.2,3.4,3.11,1
9.2,18.15,3.06,1
9.5,8,3.18,1
11.9,2.5,3.35,1
9.8,2,3.11,1
9.8,2,3.11,1
10.8,6.9,3.36,1
11.3,1.2,3.37,1
12.1,9.4,3.17,1
11.3,2.9,3.38,1
10.8,6.9,3.36,1
13.5,5.4,3.36,1
10.3,1.3,3.28,1
9,20.8,3.11,1
11.6,10.3,3.08,1
10.3,1.3,3.28,1
12.5,1.6,3.21,1
8.6,13.1,3.39,1
13.4,1.8,3.19,1
12.7,8,3.22,1
9.2,1.6,2.97,1
10.2,1.4,3.32,1
9,14.7,2.96,1
9,14.7,2.96,1
9,14.7,2.96,1
9,14.7,2.96,1
9,14.7,2.96,1
9,14.7,2.96,1
9,14.7,2.96,1
11.9,1.8,3.02,1
9,10.6,2.89,1
9,12.5,3.3,1
11,6.8,3.43,1
9,14.7,2.96,1
10,2.9,3.28,1
10.7,1.4,3.29,1
10.7,1.4,3.29,1
13.4,2.1,3.39,1
11,7.4,2.99,1
10,2.9,3.28,1
10.7,1.4,3.29,1
10.7,1.4,3.29,1
11,7.4,2.99,1
11,5,2.99,1
11.1,2.5,3.16,1
10.9,6.1,2.79,1
11.5,2.7,3.03,1
13.4,2.1,3.39,1
9.4,12.9,3.08,1
9.4,12.9,3.08,1
9.4,12.9,3.08,1
10.6,13.7,3.17,1
9.4,12.9,3.08,1
12,2.4,3.03,1
10.2,9.8,3.14,1
10.6,13.7,3.17,1
13.5,1.3,3.26,1
9.7,12.1,3.31,1
12.2,6.1,3.24,1
12.3,7.7,3.11,1
12.2,6.1,3.24,1
11.4,1.4,3.42,1
12.7,7.7,3.2,1
9.7,12.1,3.31,1
10.8,6.8,3.13,1
11,9.2,3.08,1
9.5,8.3,3.18,1
10.1,17.4,3.2,1
13.2,2.7,3.46,1
8.8,12.8,3.02,1
9.5,8.2,3.18,1
9.5,8.1,3.18,1
9.5,8.2,3.16,1
9.5,8.3,3.18,1
9.5,8,3.18,1
10.4,11.8,3.03,1
9.9,12,3.14,1
10,1.7,3.22,1
10.1,17.4,3.2,1
9.4,13.9,3.17,1
9.3,10.7,3.03,1
10.9,2,3.05,1
11.4,2.2,3.2,1
10.3,1.3,2.99,1
11,1.1,3.02,1
10.9,2,3.05,1
10.8,6.4,2.99,1
10.3,1.3,2.99,1
11,1.1,3.02,1
9.3,10.7,3.03,1
10.2,6.4,2.96,1
10.2,6.3,2.96,1
10.8,6.4,2.99,1
10.5,15.1,3.24,1
11.1,2,3.13,1
10.9,2,3.05,1
11.4,2.2,3.2,1
10.3,12.1,3.22,1
12.9,8.8,3.28,1
9.9,8.8,3.12,1
11.3,5.1,3.24,1
11.5,6.8,3.38,1
11.5,6.8,3.38,1
10.7,3.7,3,1
10.4,12.2,3.03,1
12.5,5.7,3.17,1
9.5,8.1,3.19,1
11.3,2.5,3.05,1
13,4,3.26,1
11.5,6.8,3.38,1
11.5,1,3.22,1
11.3,5.1,3.24,1
13.2,5.8,3.15,1
11.5,10.6,3.46,1
9.6,3.5,2.83,1
9.6,3.5,2.83,1
9.7,16.4,3.15,1
9.2,4.8,3.14,1
8.4,3.3,3.16,1
12.4,1.2,3,1
12.4,1.2,3,1
9.2,4.8,3.14,1
8.4,3.3,3.16,1
11.7,2.5,3.14,1
11,8.7,2.96,1
11.9,1.6,2.97,1
13.2,4,3.2,1
11.7,2.5,3.14,1
9.1,16.2,3.26,1
12.6,9,3.34,1
9.1,16.2,3.26,1
10.5,1.4,3.17,1
10.6,7,3.23,1
12.6,9,3.34,1
13.7,3.1,3.41,1
12,1.5,3.36,1
12.5,4.6,3.4,1
12.1,4.8,3.55,1
11.3,4.6,3.21,1
12,1.5,3.36,1
10.3,2.7,3.46,1
12.7,6.3,3.27,1
9.2,7.2,3.12,1
9.2,7.2,3.12,1
9.5,12.4,3.1,1
10.1,6.6,3.16,1
10.1,6.6,3.16,1
13,4,3.25,1
13.1,4.8,3.24,1
11,1.3,3.1,1
9.2,7.2,3.12,1
9.4,11.1,3.08,1
9.5,12.4,3.1,1
10.2,9.8,3.16,1
10.1,6.6,3.16,1
8.6,13.3,3.06,1
9,11.7,2.91,1
9.6,8,3.13,1
9.9,1.6,3.29,1
10.5,16.55,3.2,1
11.4,1.5,3.15,1
9.4,10.2,3.18,1
11.1,6.6,3.12,1
8.9,17.8,3.1,1
8.9,17.8,3.1,1
10.8,1.5,3.15,1
12.2,7.4,3.06,1
8.9,17.8,3.1,1
12.5,2,3.13,1
12.2,7.4,3.06,1
12.5,2,3.13,1
8.9,17.8,3.1,1
10.8,12.1,3.16,1
11.4,8.2,2.99,1
10.8,1.5,3.15,1
10.6,8.7,3.18,1
9.2,3.5,3.01,1
12.2,6.4,3.24,1
12.3,2.1,3.26,1
10.4,7.7,3.23,1
10.4,12.3,2.99,1
11,1.3,3.07,1
10.6,8.7,3.18,1
9.2,3.5,3.01,1
13.5,1.1,3.32,1
11.4,2.8,2.95,1
11.5,3.5,3.1,1
14,1.9,3.21,1
12.5,3.8,3.25,1
12.5,3.8,3.25,1
12.8,2.4,3.09,1
11.2,4.8,3.23,1
11.2,4.8,3.23,1
13.6,6.2,3.17,1
9.2,1.3,2.93,1
12.5,3.8,3.25,1
11.1,1.5,3.17,1
11.2,4.8,3.23,1
14,1.9,3.21,1
13.6,6.2,3.17,1
9.4,7.9,3.18,1
14.2,1.6,3.12,1
13.2,1.4,3,1
11.2,2.6,3.04,1
10.2,14.8,3.14,1
12.8,2.4,3.09,1
10.1,0.9,2.95,1
10.1,0.9,2.95,1
10.3,1.2,2.83,1
9.9,9.9,3.19,1
11.5,3.9,3.15,1
9,15.6,3.18,1
9,15.6,3.18,1
12.1,1.5,3.03,1
13.3,1.6,3.14,1
11.5,7.8,3.22,1
11,5.6,2.96,1
10.7,1.3,3.28,1
9.4,16.7,3.08,1
10.3,7.95,3.44,1
9.3,6.7,3.17,1
12,1.1,2.88,1
11,6.3,3.21,1
9.3,8.9,3.16,1
10.1,1,3.24,1
11.1,1.5,3.18,1
9.9,6.6,2.99,1
11,6.2,3.22,1
11,6.3,3.21,1
12.5,2.1,3.32,1
12.7,2.2,3.31,1
9.3,5.4,3.32,1
9.3,8.9,3.16,1
10.1,1,3.24,1
8.8,17.9,3.14,1
11.2,2.6,2.88,1
10.8,1.3,3.13,1
8.8,17.9,3.14,1
11.2,2.6,2.88,1
10.3,2.3,3.24,1
12,4.3,3.11,1
9.5,7.1,3.26,1
9.5,7.1,3.26,1
9.8,11.9,3.14,1
9,11.7,2.91,1
13,5.8,3.17,1
11.8,3.8,3.39,1
8.8,12.4,2.97,1
11.2,6.5,3.1,1
9.5,7.1,3.26,1
9.4,7.6,3.16,1
9.5,7.9,3.16,1
10.4,2.8,3.03,1
9.8,10.6,3.08,1
10.4,2.8,3.03,1
10.3,1.5,3.06,1
9.4,7.6,3.16,1
9.5,7.9,3.16,1
11.9,1.7,3.19,1
12.8,7.6,3.15,1
13,7.5,3.09,1
10.4,1.7,3.26,1
10.4,1.7,3.25,1
10.7,12.1,3.21,1
10.7,4.5,3.05,1
11.9,1.7,3.19,1
10.4,8,3.19,1
12.8,7.6,3.15,1
9.9,8.6,3.2,1
9.9,8.6,3.2,1
9.4,14.6,3.16,1
11.4,1.6,3.3,1
9.9,8.6,3.2,1
9.4,14.6,3.16,1
9.2,1.1,2.99,1
10.5,3.7,2.9,1
11,8.9,3.25,1
11,8.9,3.25,1
12.1,4.7,2.9,1
11,8.9,3.25,1
12.8,3.1,3.22,1
10.5,5.8,3.01,1
10.5,5.8,3.01,1
10.5,5.8,3.01,1
9.5,1,3,1
9.2,15.8,3.07,1
11.1,1.5,3.07,1
12.3,5.2,3.06,1
11.1,1.5,3.07,1
12.6,2.5,3.04,1
9.5,1,3,1
9.2,15.8,3.07,1
10.8,5.9,3.2,1
11.3,3.1,3,1
12.8,3.1,3.22,1
10.5,5.8,3.01,1
9.8,11.5,3.08,1
8.5,18,2.98,1
9.3,4.8,3.16,1
9.2,8.5,3.2,1
11.4,1.6,3.21,1
8.5,18,2.98,1
9.3,4.8,3.16,1
8.4,5.9,3.06,1
9.2,1.1,3.04,1
9.2,8.5,3.2,1
10.4,13.1,3.18,1
11.6,4.1,3.27,1
12.4,2.9,3.25,1
10.4,13.1,3.18,1
9.3,1.1,3.09,1
12.2,1.5,3.2,1
11,7.75,3.22,1
11.4,1.15,3.11,1
9.5,1,3.06,1
9.2,17.8,3.07,1
11.1,5.7,3.13,1
9.2,17.8,3.07,1
11,7.4,3.24,1
9.9,1.4,3.14,1
9.9,1.4,3.14,1
9.5,1,3.06,1
12.4,4.4,3.35,1
9.4,1.6,3.21,1
9.3,7.9,3.23,1
8.7,15.5,2.9,1
8.7,15.5,2.9,1
8.7,15.5,2.9,1
8.7,15.5,2.9,1
9,17.55,2.94,1
10.7,13.5,3,1
10.7,13.5,3,1
11.3,1.3,3.02,1
8.7,15.5,2.9,1
11.7,11.6,2.96,1
9.3,7.9,3.23,1
8.7,15.5,2.9,1
9,17.55,2.94,1
11.7,11.6,2.96,1
10.7,13.15,3.23,1
11.4,1.9,3.05,1
10.7,13.5,3,1
11.3,1.3,3.02,1
10,6.1,3.19,1
10,6.1,3.19,1
11.2,1.9,3.15,1
9.7,1.9,3.07,1
12.5,1.6,3.42,1
12.9,11.3,3.27,1
11.8,8.4,3.16,1
10.6,8.3,3.16,1
11.8,8.4,3.16,1
10.7,12.2,3.19,1
9.9,8,3.21,1
12,1.3,2.96,1
10.4,12.7,3.15,1
8.5,1.3,3.19,1
9.9,10.5,3.13,1
9.4,12.5,3.08,1
10.4,9.6,3.13,1
11,1.5,3.3,1
11,1.5,3.3,1
10.4,7.8,3.19,1
9.8,10.8,3.1,1
9.4,12.5,3.08,1
10.6,8.6,3.23,1
10.1,1.2,3.28,1
11.5,14.5,3.06,1
11.4,3.7,3.06,1
9.2,1.1,3.03,1
9.7,1.1,3.12,1
11.3,3.8,3.07,1
9.6,4.6,3.15,1
8.9,10.2,2.86,1
10,7.9,3.26,1
9.2,2.4,3.18,1
9,10.7,3.08,1
12.8,4.9,3.09,1
9,10.7,3.08,1
9.5,1.1,3.08,1
10,7.9,3.26,1
11,5.6,3.22,1
9.2,2.4,3.18,1
10.6,14.2,3.08,1
10,9.5,3.23,1
10,9.5,3.23,1
11.7,4.1,3.31,1
12.5,4.7,3.12,1
11.1,1.4,3.07,1
9.7,0.9,3.16,1
12.3,20.3,3.04,1
12.2,3.5,3.18,1
11.3,2.7,3.75,1
11.6,1.2,3.22,1
11.3,1.2,3.31,1
11.1,2,3.27,1
11.2,1.1,3.26,1
11.3,1.5,3.15,1
12,1.2,3.07,1
8.8,18.1,3.15,1
8.8,18.1,3.15,1
12,3.6,3.15,1
12,3.5,3.15,1
9,12.1,3.01,1
9.3,17.45,3.12,1
8.7,12.1,3.14,1
12.8,3,3.1,1
11.5,1.6,3.1,1
10,5.7,3.08,1
10,5.6,3.09,1
10.3,6.8,3.33,1
10.4,15.6,3.25,1
13.4,6,3.22,1
11.2,1.8,3.05,1
9.1,8.6,3.26,1
9.1,8.6,3.26,1
10.8,11.5,3.33,1
12.5,7.8,3.24,1
11.3,2.4,3.63,1
12.8,5,3.46,1
9.1,8.6,3.26,1
12.7,1.5,3.22,1
11,5.4,3.1,1
10.4,11.9,3.02,1
10.4,11.9,3.02,1
10.7,9,3.25,1
10.9,10,3.22,1
10.4,11.9,3.02,1
10.4,11.9,3.03,1
9.7,15.5,3.16,1
11,5.4,3.1,1
9.6,15,3.19,1
13.9,1.4,3.1,1
9.4,9.4,3.07,1
12.5,3.7,3.1,1
9.6,15,3.19,1
9.5,1.4,3.19,1
9.6,6.5,3.19,1
9.5,1.4,3.19,1
9.6,6.3,3.18,1
8.7,13.7,2.9,1
8.7,13.7,2.9,1
8.7,13.7,2.9,1
8.7,13.7,2.9,1
8.7,13.7,2.9,1
8.7,13.7,2.9,1
10.4,1.5,3.18,1
10.7,1.6,3.22,1
12,1.4,3.17,1
12.1,3.5,3.19,1
13.1,1,3.31,1
12.4,1.4,3.32,1
12.6,1.5,3.24,1
8.7,13.7,2.9,1
12,1.6,3.15,1
11.6,5.2,3.27,1
9.3,1.4,2.92,1
9.3,11.9,3.06,1
11.1,2.4,3.2,1
10.2,3.2,3.1,1
10.6,1.7,3.23,1
11.3,4.2,3.16,1
9.4,15.4,3.2,1
9.3,13,3.09,1
11.1,5.6,2.96,1
9.9,9.7,3.13,1
11.8,2.5,3.31,1
12.6,4,3.26,1
9.4,15.4,3.2,1
10.5,1.2,3.06,1
12.3,2,3.19,1
11.3,1.2,3.32,1
9.6,5.1,3.07,1
12,1.4,3.2,1
11.2,1.2,3.09,1
10.2,6.5,3.12,1
12.4,1.3,2.98,1
10.2,6.5,3.12,1
13.4,2.7,2.94,1
12.6,1.3,3.24,1
9.8,7.4,3.18,1
9.1,12.9,2.94,1
12.4,1.3,2.98,1
12.5,1.2,3.03,1
11.7,2.6,3.05,1
12.9,2.3,3.29,1
10.1,1.3,3.3,1
10.3,10.5,3.06,1
11.7,2.6,3.05,1
10.3,14.4,3.24,1
10.8,1.2,3.34,1
11.2,3.1,3.25,1
11.8,1.7,3.29,1
9.8,6,3.08,1
10,11.8,3.04,1
8.8,6.2,3.24,1
10.1,1.4,3.14,1
9.5,12.1,3.05,1
9.5,12.1,3.05,1
9.5,12.1,3.05,1
9.2,3.9,3.07,1
12.2,4.6,2.92,1
9.5,12.1,3.05,1
11.3,1.2,3.22,1
12.1,8.1,3.26,1
9.2,3.9,3.07,1
11.2,1.1,3.51,1
12.5,6.5,3.29,1
10.6,10.1,3.31,1
10.4,10.7,3.25,1
10.1,3.2,3.44,1
9.9,12.4,3.11,1
11,5.2,2.97,1
10,5,2.94,1
12.7,2.5,3.14,1
12.1,9.2,3.07,1
10.4,6.9,3.23,1
10.4,2,3.24,1
9.2,15,3.14,1
9.2,15,3.14,1
10.5,1.2,3.05,1
9.2,15,3.14,1
11.9,1.8,3.27,1
10.1,10.8,3.08,1
11.1,3.9,3.1,1
10.8,4.2,3.13,1
11.8,2,3.16,1
9.2,13.5,3.04,1
9.2,13.3,3.04,1
12.3,2.2,3.07,1
10.1,1.4,3.09,1
11.4,1.6,3.25,1
10.4,2.2,3.19,1
9.8,14.8,3.2,1
9.9,1.8,3.3,1
9.8,14.8,3.2,1
11.2,1.3,3.48,1
10.9,9.9,3.15,1
9.2,5.1,3.15,1
9.2,5.1,3.15,1
12,1.5,2.96,1
12.1,1.5,2.96,1
12.4,11.1,3.75,1
11.2,5.25,3.22,1
12.7,2.3,3.32,1
12.2,7.9,3.26,1
12.2,8,3.26,1
12.2,1.4,3.23,1
11.2,5.25,3.22,1
12.7,2.3,3.32,1
12.7,2.3,3.31,1
12.1,3.5,3.17,1
9.4,13.7,3.11,1
10.1,9.9,3.07,1
9.4,15.4,3.08,1
8.9,16,3.22,1
8.9,16,3.22,1
8.9,16,3.22,1
8.9,16,3.22,1
13,2.4,3.56,1
10.3,5.5,3.08,1
10.1,2.3,3.07,1
10.5,16.8,3.23,1
8.9,16,3.22,1
10.1,17.8,3.3,1
10.1,17.8,3.3,1
11,6.8,3.15,1
11,6.8,3.15,1
11,6.8,3.15,1
11,6.8,3.15,1
10,1.6,3.08,1
10.5,4.7,2.88,1
9.7,11.8,2.87,1
10.1,17.8,3.3,1
9.4,15.7,3.25,1
11.2,5.8,3.17,1
9.4,15.7,3.25,1
10.8,9,3.1,1
9.4,15.7,3.25,1
11.2,5.8,3.17,1
11,8.8,3.13,1
12.4,10.2,3.44,1
9.4,6.6,3.1,1
9.4,6.5,3.1,1
9.5,8.9,3.01,1
10,11.1,3.05,1
12.5,4.2,3.16,1
10.9,1.6,3.39,1
10.5,7.4,3.38,1
10.8,11.5,3.22,1
11,1.6,3.38,1
11.8,2,3.33,1
12.6,4.8,3.36,1
10.2,9.8,3.17,1
12,1.9,3.12,1
12.5,4.2,3.16,1
11.5,1.6,3.32,1
11.94,7.3,3.2,1
12.89333333,5.4,3.12,1
9.4,10.4,3.13,1
12.2,1.9,3,1
11.94,7.3,3.2,1
12.89333333,5.4,3.12,1
9.5,7.7,3.16,1
10.6,11.5,3,1
10.5,1.2,3.04,1
11.46666667,2.2,2.89,1
11.4,1,3.4,1
9.5,8.2,3.12,1
9.2,8.3,3.11,1
9.5,8.2,3.12,1
10.98,9.3,3.23,1
9.4,8.1,3.12,1
9.5,8.2,3.12,1
9.2,8.3,3.11,1
8.8,13.9,2.94,1
8.8,13.9,2.94,1
8.8,13.9,2.94,1
8.8,13.9,2.94,1
8.8,13.9,2.94,1
8.8,13.9,2.94,1
8.8,13.9,2.94,1
10.4,2,3.23,1
8.8,13.9,2.94,1
10.03333333,15.7,3.04,1
11.3,1.2,3.44,1
10.4,1.5,3.37,1
9.2,1.2,2.96,1
11.1,3.2,3.11,1
9.2,1.2,2.96,1
11.3,2.6,3.03,1
9.1,13.2,2.98,1
9.4,10.4,2.96,1
13.2,5.7,2.82,1
12.7,2.5,3.22,1
10.7,1.6,3.18,1
11.43333333,1.4,3.11,1
11.1,7.4,3.27,1
12.7,2.5,3.22,1
10.53333333,5.6,3.25,1
11.6,3.6,3.31,1
9.533333333,7.5,3.18,1
9.8,5.8,3.17,1
10.7,1.6,3.18,1
12,1.5,3.22,1
12.8,2.9,3.12,1
9.5,11.2,3.14,1
10.93333333,9.65,2.99,1
9.1,10.1,2.86,1
12.6,3.2,3.26,1
9.5,11.2,3.14,1
10.9,11.45,2.98,1
10.93333333,9.65,2.99,1
9.6,4.5,3.02,1
9.3,2.7,3.18,1
11.36666667,3.5,3.05,1
12.5,1.7,3.14,1
9.5,2.1,3.16,1
11,4.8,3.22,1
9.4,5,3.02,1
11.33333333,2.6,3.21,1
8.8,6.6,2.94,1
9.4,5,3.02,1
11.06666667,7.3,3.31,1
12.2,5,3.22,1
11,1.7,3.2,1
11.33333333,2.6,3.21,1
9.5,8.2,3.23,1
9.5,8.2,3.23,1
11,5,3.28,1
11.2,1.2,3.11,1
9.3,7.1,3.08,1
10.8,9.5,3.05,1
9.2,15.8,3.14,1
9.4,15.5,3.25,1
9.2,15.8,3.14,1
10.5,17.05,3.25,1
10.8,12.7,3.26,1
9.4,12.3,3.1,1
9.8,11.8,3.11,1
9.8,11.8,3.11,1
9.8,11.8,3.11,1
9.4,12.3,3.1,1
9.8,11.8,3.11,1
12.1,13.6,3.02,1
12.3,5.2,3.17,1
9.733333333,6.2,3.19,1
9.4,7.9,3.21,1
9.4,7.9,3.21,1
12.8,3.3,3.17,1
11.05,2.8,2.92,1
9.4,7.9,3.21,1
12.8,3.3,3.17,1
9.733333333,6.3,3.11,1
13.1,4.9,3.23,1
11.5,10.4,3.04,1
13.1,4.9,3.23,1
11.5,10.4,3.04,1
9.1,16,3.08,1
9.75,6.3,3.11,1
10.5,2.2,3.19,1
8.8,17.3,3.08,1
8.8,17.3,3.08,1
8.8,17.3,3.08,1
8.8,17.3,3.08,1
10.5,2.2,3.19,1
10.5,2.2,3.19,1
8.8,17.3,3.08,1
9.9,6.6,3.22,1
9.9,6.5,3.22,1
9.9,12.3,3.11,1
12.2,5,3.2,1
10.8,2.8,3.27,1
8.7,13.6,2.96,1
13.2,2.8,3.21,1
12.7,5.4,3.15,1
9.4,10.9,3.21,1
11.2,1.7,3.25,1
11.33333333,9.15,3.24,1
11.9,4.5,3.36,1
11.35,9.15,3.24,1
10.5,1.4,3.22,1
9.8,5.9,3.09,1
9.1,16.4,3.06,1
12.4,1.2,3.16,1
9.1,16.4,3.06,1
9.8,5.9,3.09,1
11.3,7.8,3.39,1
11.3,7.8,3.39,1
13.1,2.8,3.48,1
12.5,2.9,3.04,1
10.3,2.5,3.18,1
10.7,12.8,3.23,1
10.4,12.2,3.05,1
9.5,7.7,3.22,1
9.8,2.8,3.24,1
12.5,2.9,3.04,1
9.4,17.3,3,1
9,19.3,3.14,1
9,19.3,3.14,1
9,19.3,3.14,1
13,2.7,3.24,1
9.9,6.4,3.27,1
9.4,17.3,3,1
10.6,2.4,3.27,1
13.4,2.8,3.23,1
12.5,1.7,3.12,1
9.3,15.4,3.11,1
9.3,15.4,3.11,1
11,4.1,3.36,1
10.3,6.6,3.2,1
11.3,1.2,3.24,1
10.9,2.1,3.03,1
11.3,1,3.76,1
12.1,1.1,3.36,1
11.1,1.4,3.18,1
9.8,1.6,3.11,1
10.1,9.8,3.2,1
12.4,1.9,3.26,1
12.7,1.3,3.11,1
9.6,7.9,3.14,1
9.6,7.9,3.14,1
9.1,4.5,3.24,1
12.8,22.6,3.1,1
9.6,7.9,3.14,1
12.4,3.5,3.18,1
9.55,1.2,3.23,1
9.1,4.5,3.24,1
12.5,2,3.29,1
9.9,7.8,3.16,1
11.2,0.9,3.47,1
13,2.9,3.13,1
13,2.9,3.13,1
11.7,3.5,3.2,1
13.1,4.2,2.97,1
12,9.7,3.08,1
10.55,10.5,3.36,1
11.45,1.1,3.04,1
10.2,16.1,3.18,1
11.45,1.1,3.04,1
9.3,8.1,3.1,1
10.8,6.2,3.09,1
12.2,7.7,3.27,1
11,2.4,3.2,1
10.4,16.3,3.35,1
11.4,2.3,3.14,1
14.05,8.4,3.26,1
10.7,8.5,3.03,1
10.2,6,3.15,1
11.2,1.1,3.22,1
12.33333333,1.75,3.4,1
11.5,2.6,3.2,1
9.5,1.3,3.07,1
13.4,2.1,3.24,1
12.5,1.1,3.36,1
12.5,1.1,3.36,1
11.2,2.8,3.12,1
8.8,9,3.19,1
11.2,2.8,3.06,1
12.7,2.2,3.16,1
9.8,5.1,3,1
9.8,3.5,3.14,1
11.7,12.7,3.32,1
9.8,7.5,3.19,1
9.6,2,3.17,1
9.8,3.5,3.14,1
9.7,14.3,3.12,1
10,9.8,3.16,1
11.7,12.7,3.32,1
12.3,12.7,3.32,1
9.8,5.1,3,1
9,3.5,3.03,1
9.1,12.7,3.06,1
9.1,12.9,3.06,1
9.1,12.9,3.06,1
11.4,1.3,3.32,1
10.5,10.5,3.14,1
12.4,1.5,3.13,1
9.1,12.7,3.06,1
9.1,12.9,3.06,1
10.1,1.2,3.18,1
10.9,6.2,2.99,1
11.05,8.8,3.13,1
12.75,3.9,3.26,1
12.7,1.3,3.36,1
11.1,9.1,3.05,1
11.1,9.1,3.05,1
12.75,3.9,3.26,1
13,1.8,3.19,1
12,2.1,2.96,1
11.5,1.4,3.35,1
10.5,14.7,3.39,1
11.1,9.1,3.05,1
11.1,1.9,3.1,1
11.1,1.8,3.11,1
13.1,9.6,3.22,1
12.75,3.9,3.26,1
12.7,1.3,3.36,1
9.6,11.8,3.09,1
11.7,1.9,3.26,1
9.7,12,3.17,1
10.9,7.9,3.38,1
10.7,9.3,3.34,1
13.8,4.6,3.33,1
12.15,2.2,3.11,1
10.8,10.2,3.49,1
10.7,10.6,3.4,1
10.8,1.4,3.16,1
10.8,9.1,3.66,1
12,11.1,3.03,1
10.8,9.1,3.66,1
12.2,4.4,3.23,1
9.4,2.8,3.18,1
11.4,1.1,3.3,1
12.5,1.3,3.35,1
13.05,1.2,3.2,1
12.4,3.3,3.1,1
12.9,9.7,3.08,1
12,2.3,3.34,1
11.3,1.1,3.19,1
10,11.4,3.21,1
11.8,1.2,3.42,1
9.4,14.7,2.99,1
8.8,13.8,2.97,1
11.1,1.3,3.46,1
10.5,6.3,3.1,1
9.3,7.9,2.86,1
11.4,2,3.02,1
11.8,11.8,3.41,1
12.4,1.2,3.28,1
11.6,10,3.12,1
11.1,5.2,3.26,1
12.4,1.2,3.28,1
11.1,7.2,3.22,1
11,9.9,3.01,1
12.2,5.3,3.12,1
11,13.55,3.2,1
12.9,2.2,3.32,1
10.9,9.9,3.07,1
13.4,4.3,3.22,1
10.7,13,3.15,1
11,13.55,3.2,1
11.4,1,3.3,1
10.2,1.1,3,1
11,6.9,2.8,1
9.1,13.4,3.06,1
11,4.6,3.18,1
11.5,9.9,3.11,1
12,3,3.16,1
11.2,5.8,3.04,1
